AÑO / MES / DÍA,TEMPERATURA (°C),HUMEDAD RELATIVA (%),PRECIPITACIÓN (mm/día)
MAX,MIN,TOTAL
2024-09-01,34,S/D,83.2,8.5
2024-09-02,33.6,S/D,84.6,0.0
2024-09-03,34,S/D,79.0,0.0
2024-09-04,34.5,
