AÑO / MES / DÍA,TEMPERATURA (°C),HUMEDAD RELATIVA (%),PRECIPITACIÓN (mm/día)
MAX,MIN,TOTAL
2026-01-01,27.4,S/D,93.1,3.8
2026-01-02,35,S/D,81.5,0.0
2026-01-03,32.4,S/D,93.4,6.0
2026-01-04,26.5,S/D,94.4,23.9
2026-01-05,29.7,S/D,90.0,0.0
2026-01-06,33.2,S/D,85.5,5.1
2026-01-07,32.5,S/D
